season,mnth,hr,holiday,weekday,workingday,weathersit,atemp,hum,windspeed,cnt,day
2,5,7,0,6,0,3,0.4697,1.0,0.0,32,14
2,5,8,0,6,0,3,0.4848,0.94,0.0,88,14
2,5,9,0,6,0,2,0.5,0.94,0.0896,100,14
2,5,10,0,6,0,2,0.5,0.94,0.1642,167,14
2,5,11,0,6,0,2,0.5,0.94,0.1343,279,14
2,5,12,0,6,0,3,0.5,1.0,0.0896,279,14
2,5,13,0,6,0,3,0.5,1.0,0.0896,248,14
2,5,14,0,6,0,2,0.5152,0.94,0.1343,216,14
2,5,15,0,6,0,2,0.5152,0.94,0.1642,294,14
2,5,16,0,6,0,2,0.5152,0.94,0.194,295,14
2,5,17,0,6,0,2,0.5303,0.88,0.194,272,14
2,5,18,0,6,0,2,0.5303,0.88,0.2239,304,14
2,5,19,0,6,0,3,0.5152,0.94,0.1343,248,14
2,5,20,0,6,0,3,0.5152,0.94,0.1343,157,14
2,5,21,0,6,0,3,0.5152,0.94,0.2239,59,14
2,5,22,0,6,0,3,0.5152,0.94,0.1642,26,14
2,5,23,0,6,0,3,0.5,1.0,0.194,44,14
2,5,0,0,0,0,2,0.5,1.0,0.0,39,15
2,5,1,0,0,0,2,0.5,1.0,0.1045,47,15
2,5,2,0,0,0,2,0.5,1.0,0.1343,50,15
2,5,3,0,0,0,2,0.5,1.0,0.0,32,15
2,5,4,0,0,0,2,0.5,1.0,0.0,13,15
2,5,5,0,0,0,3,0.5,1.0,0.1045,14,15
2,5,6,0,0,0,2,0.5,1.0,0.1343,17,15
2,5,7,0,0,0,2,0.5,1.0,0.1343,42,15
2,5,8,0,0,0,2,0.5152,0.94,0.1343,70,15
2,5,9,0,0,0,1,0.5455,0.83,0.2537,134,15
2,5,10,0,0,0,1,0.5455,0.83,0.2239,226,15
2,5,11,0,0,0,1,0.5758,0.78,0.2239,322,15
2,5,12,0,0,0,1,0.5909,0.73,0.2985,367,15
2,5,13,0,0,0,1,0.5909,0.73,0.2836,456,15
2,5,14,0,0,0,1,0.6061,0.73,0.194,437,15
2,5,15,0,0,0,1,0.6212,0.69,0.2537,459,15
2,5,16,0,0,0,1,0.6061,0.69,0.2537,440,15
2,5,17,0,0,0,3,0.5303,0.78,0.3582,392,15
2,5,18,0,0,0,1,0.5303,0.78,0.2537,237,15
2,5,19,0,0,0,1,0.5303,0.83,0.1045,231,15
2,5,20,0,0,0,1,0.5152,0.88,0.0,191,15
2,5,21,0,0,0,1,0.5152,0.88,0.0,151,15
2,5,22,0,0,0,1,0.5303,0.83,0.0,117,15
2,5,23,0,0,0,1,0.5152,0.88,0.2239,69,15
2,5,0,0,1,1,1,0.5,0.94,0.1045,38,16
2,5,1,0,1,1,1,0.5,0.94,0.1343,14,16
2,5,2,0,1,1,1,0.4848,1.0,0.0896,13,16
2,5,3,0,1,1,1,0.4848,0.94,0.1642,4,16
2,5,4,0,1,1,1,0.4848,1.0,0.1343,6,16
2,5,5,0,1,1,1,0.4848,0.93,0.194,21,16
2,5,6,0,1,1,1,0.5,0.88,0.1642,104,16
2,5,7,0,1,1,1,0.5,0.83,0.2836,272,16
2,5,8,0,1,1,1,0.5303,0.73,0.2985,394,16
2,5,9,0,1,1,1,0.5909,0.69,0.194,194,16
2,5,10,0,1,1,1,0.6061,0.65,0.0896,112,16
2,5,11,0,1,1,1,0.6212,0.57,0.0,185,16
2,5,12,0,1,1,1,0.6212,0.54,0.0896,209,16
2,5,13,0,1,1,1,0.6364,0.51,0.0,214,16
2,5,14,0,1,1,1,0.6364,0.51,0.0,193,16
2,5,15,0,1,1,1,0.6667,0.51,0.0,165,16
2,5,16,0,1,1,3,0.5758,0.78,0.2537,226,16
2,5,17,0,1,1,1,0.5455,0.88,0.2239,274,16
2,5,18,0,1,1,3,0.5455,0.83,0.194,453,16
2,5,19,0,1,1,1,0.5455,0.83,0.2537,308,16
2,5,20,0,1,1,1,0.5455,0.83,0.0,198,16
2,5,21,0,1,1,1,0.5455,0.83,0.0,177,16
2,5,22,0,1,1,1,0.5303,0.88,0.0896,127,16
2,5,23,0,1,1,1,0.5303,0.88,0.0896,57,16
2,5,0,0,2,1,2,0.5303,0.88,0.0,31,17
2,5,1,0,2,1,3,0.5303,0.88,0.0,13,17
2,5,2,0,2,1,3,0.5303,0.88,0.0,8,17
2,5,3,0,2,1,3,0.5152,0.94,0.2537,4,17
2,5,4,0,2,1,3,0.5152,0.94,0.2537,4,17
2,5,5,0,2,1,3,0.5,0.94,0.2537,22,17
2,5,6,0,2,1,3,0.5,0.94,0.2537,49,17
2,5,7,0,2,1,2,0.5,0.94,0.2537,151,17
2,5,8,0,2,1,2,0.5,0.94,0.2985,347,17
2,5,9,0,2,1,2,0.5152,0.88,0.2537,207,17
2,5,10,0,2,1,3,0.5152,0.88,0.2537,104,17
2,5,11,0,2,1,2,0.5303,0.83,0.4179,130,17
2,5,12,0,2,1,3,0.5303,0.83,0.4179,153,17
2,5,13,0,2,1,2,0.5303,0.88,0.3284,172,17
2,5,14,0,2,1,1,0.5909,0.73,0.4627,184,17
2,5,15,0,2,1,1,0.6061,0.69,0.4478,210,17
2,5,16,0,2,1,1,0.6061,0.61,0.3284,290,17
2,5,17,0,2,1,1,0.6061,0.65,0.4179,604,17
2,5,18,0,2,1,1,0.5909,0.69,0.2985,480,17
2,5,19,0,2,1,1,0.5909,0.69,0.2537,349,17
2,5,20,0,2,1,1,0.5455,0.83,0.4179,283,17
2,5,21,0,2,1,1,0.5152,0.88,0.2537,174,17
2,5,22,0,2,1,2,0.5152,0.88,0.2836,98,17
2,5,23,0,2,1,2,0.5152,0.88,0.2537,56,17
2,5,0,0,3,1,2,0.5152,0.88,0.2239,23,18
2,5,1,0,3,1,2,0.5152,0.88,0.2537,12,18
2,5,2,0,3,1,3,0.5,0.94,0.2239,6,18
2,5,3,0,3,1,3,0.5,0.94,0.2985,9,18
2,5,4,0,3,1,3,0.5,0.94,0.2985,3,18
2,5,5,0,3,1,1,0.5,1.0,0.2239,9,18
2,5,6,0,3,1,1,0.5,1.0,0.1343,101,18
2,5,7,0,3,1,1,0.5152,0.88,0.194,274,18
2,5,8,0,3,1,1,0.5303,0.88,0.2836,453,18
2,5,9,0,3,1,3,0.5303,0.83,0.2537,202,18
2,5,10,0,3,1,3,0.5152,0.88,0.2836,106,18
2,5,11,0,3,1,2,0.5152,0.94,0.0896,23,18
2,5,12,0,3,1,1,0.5303,0.94,0.2985,54,18
2,5,13,0,3,1,2,0.5303,0.83,0.3284,122,18
2,5,14,0,3,1,2,0.5455,0.78,0.2836,138,18
2,5,15,0,3,1,1,0.5758,0.78,0.2537,167,18
2,5,16,0,3,1,1,0.5909,0.73,0.194,294,18
2,5,17,0,3,1,1,0.5909,0.69,0.1343,565,18
2,5,18,0,3,1,1,0.5909,0.73,0.2239,489,18
2,5,19,0,3,1,3,0.5303,0.88,0.1343,331,18
2,5,20,0,3,1,3,0.5303,0.88,0.1343,213,18
2,5,21,0,3,1,1,0.5,0.88,0.0,85,18
2,5,22,0,3,1,1,0.5,0.83,0.0,117,18
2,5,23,0,3,1,1,0.5,0.94,0.0896,59,18
2,5,0,0,4,1,1,0.5,0.94,0.1045,29,19
2,5,1,0,4,1,1,0.4848,0.94,0.0,6,19
2,5,2,0,4,1,1,0.4848,0.94,0.0,15,19
2,5,3,0,4,1,1,0.4697,1.0,0.0,4,19
2,5,4,0,4,1,1,0.4697,0.94,0.0,5,19
2,5,5,0,4,1,1,0.4697,0.94,0.0,26,19
2,5,6,0,4,1,2,0.4848,0.94,0.0,103,19
2,5,7,0,4,1,2,0.4848,1.0,0.0,257,19
2,5,8,0,4,1,2,0.5,0.88,0.0,487,19
2,5,9,0,4,1,2,0.5152,0.88,0.0896,216,19
2,5,10,0,4,1,2,0.5152,0.83,0.0,130,19
2,5,11,0,4,1,3,0.5152,0.88,0.1642,164,19
2,5,12,0,4,1,2,0.5455,0.78,0.1045,168,19
2,5,13,0,4,1,3,0.5455,0.64,0.2537,183,19
2,5,14,0,4,1,3,0.5152,0.73,0.194,180,19
2,5,15,0,4,1,1,0.5303,0.78,0.1642,188,19
2,5,16,0,4,1,1,0.5455,0.64,0.194,302,19
2,5,17,0,4,1,1,0.5303,0.78,0.1642,547,19
2,5,18,0,4,1,1,0.6212,0.55,0.1642,513,19
2,5,19,0,4,1,1,0.5455,0.6,0.1343,410,19
2,5,20,0,4,1,1,0.5152,0.77,0.2836,282,19
2,5,21,0,4,1,1,0.5152,0.77,0.2836,209,19
2,5,22,0,4,1,3,0.4848,0.82,0.2985,79,19
2,5,23,0,4,1,1,0.4697,0.94,0.0,72,19
2,5,0,0,5,1,1,0.4545,0.94,0.0896,48,20
2,5,1,0,5,1,1,0.4545,1.0,0.0,25,20
2,5,2,0,5,1,1,0.4394,1.0,0.0896,8,20
2,5,3,0,5,1,1,0.4394,1.0,0.0,5,20
2,5,4,0,5,1,1,0.4394,0.94,0.0896,5,20
2,5,5,0,5,1,1,0.4394,0.94,0.1045,28,20
2,5,6,0,5,1,1,0.4545,0.88,0.1045,117,20
2,5,7,0,5,1,1,0.4848,0.77,0.1642,319,20
2,5,8,0,5,1,1,0.5152,0.68,0.0,517,20
2,5,9,0,5,1,1,0.5152,0.68,0.2239,234,20
2,5,10,0,5,1,1,0.5303,0.64,0.194,148,20
2,5,11,0,5,1,2,0.5455,0.6,0.194,196,20
2,5,12,0,5,1,2,0.6212,0.56,0.2537,255,20
2,5,13,0,5,1,3,0.6212,0.56,0.2836,232,20
2,5,14,0,5,1,1,0.6212,0.53,0.2239,197,20
2,5,15,0,5,1,2,0.6212,0.56,0.194,242,20
2,5,16,0,5,1,2,0.6212,0.53,0.1642,330,20
2,5,17,0,5,1,1,0.6212,0.53,0.0,554,20
2,5,18,0,5,1,1,0.6212,0.56,0.1642,473,20
2,5,19,0,5,1,1,0.5455,0.64,0.0896,302,20
2,5,20,0,5,1,1,0.5455,0.64,0.1045,220,20
2,5,21,0,5,1,1,0.5303,0.64,0.1045,195,20
2,5,22,0,5,1,1,0.5152,0.73,0.0,152,20
2,5,23,0,5,1,1,0.5,0.72,0.1642,115,20
2,5,0,0,6,0,1,0.5,0.77,0.1045,98,21
2,5,1,0,6,0,1,0.5,0.72,0.0,72,21
2,5,2,0,6,0,1,0.5,0.72,0.1045,40,21
2,5,3,0,6,0,1,0.4697,0.82,0.1045,19,21
2,5,4,0,6,0,1,0.4545,0.88,0.1343,7,21
2,5,5,0,6,0,1,0.4545,0.88,0.1045,5,21
2,5,6,0,6,0,1,0.4848,0.82,0.1343,28,21
2,5,7,0,6,0,1,0.5152,0.73,0.1343,43,21
2,5,8,0,6,0,1,0.5303,0.68,0.2836,126,21
2,5,9,0,6,0,1,0.6061,0.64,0.2239,225,21
2,5,10,0,6,0,1,0.6061,0.61,0.1045,323,21
2,5,11,0,6,0,1,0.6212,0.53,0.1343,418,21
2,5,12,0,6,0,1,0.6212,0.5,0.0,493,21
2,5,13,0,6,0,1,0.6364,0.45,0.0,462,21
2,5,14,0,6,0,1,0.6515,0.42,0.0,456,21
2,5,15,0,6,0,1,0.6515,0.45,0.2537,506,21
2,5,16,0,6,0,2,0.6515,0.39,0.2537,471,21
2,5,17,0,6,0,2,0.6515,0.42,0.1642,444,21
2,5,18,0,6,0,2,0.6364,0.45,0.1642,444,21
2,5,19,0,6,0,1,0.6364,0.47,0.1642,301,21
2,5,20,0,6,0,1,0.6061,0.61,0.0,248,21
2,5,21,0,6,0,1,0.6061,0.61,0.1045,227,21
2,5,22,0,6,0,1,0.5909,0.69,0.1343,204,21
2,5,23,0,6,0,1,0.5455,0.78,0.0896,145,21
2,5,0,0,0,0,1,0.5152,0.88,0.1642,131,22
2,5,1,0,0,0,1,0.5,0.94,0.1343,98,22
2,5,2,0,0,0,1,0.5,0.94,0.1045,68,22
2,5,3,0,0,0,1,0.4848,1.0,0.1045,33,22
2,5,4,0,0,0,1,0.4848,1.0,0.0,12,22
2,5,5,0,0,0,1,0.4848,1.0,0.1045,6,22
2,5,6,0,0,0,1,0.5,0.94,0.1045,18,22
2,5,7,0,0,0,1,0.5152,0.88,0.1045,40,22
2,5,8,0,0,0,1,0.5909,0.73,0.0896,94,22
2,5,9,0,0,0,1,0.6061,0.69,0.1045,189,22
2,5,10,0,0,0,1,0.6061,0.65,0.1343,305,22
2,5,11,0,0,0,1,0.6515,0.54,0.194,373,22
2,5,12,0,0,0,2,0.6667,0.51,0.194,401,22
2,5,13,0,0,0,2,0.6212,0.54,0.2239,455,22
2,5,14,0,0,0,3,0.6061,0.69,0.194,316,22
2,5,15,0,0,0,2,0.6212,0.61,0.1642,331,22
2,5,16,0,0,0,1,0.6364,0.61,0.1343,273,22
2,5,17,0,0,0,1,0.6515,0.58,0.2537,306,22
2,5,18,0,0,0,1,0.6212,0.61,0.2239,358,22
2,5,19,0,0,0,1,0.6212,0.61,0.194,300,22
2,5,20,0,0,0,1,0.6061,0.65,0.1642,231,22
2,5,21,0,0,0,1,0.5909,0.73,0.194,136,22
2,5,22,0,0,0,1,0.5606,0.83,0.1343,121,22
2,5,23,0,0,0,2,0.5455,0.83,0.1343,65,22
2,5,0,0,1,1,2,0.5303,0.88,0.1343,41,23
2,5,1,0,1,1,1,0.5303,0.88,0.1045,9,23
2,5,2,0,1,1,3,0.5303,0.88,0.1642,5,23
2,5,3,0,1,1,3,0.5152,0.94,0.1642,4,23
2,5,4,0,1,1,2,0.5152,0.94,0.0,4,23
2,5,5,0,1,1,2,0.5152,0.94,0.0,11,23
2,5,6,0,1,1,2,0.5152,1.0,0.0,96,23
2,5,7,0,1,1,2,0.5303,0.94,0.1045,236,23
2,5,8,0,1,1,1,0.5455,0.88,0.194,409,23
2,5,9,0,1,1,1,0.5455,0.88,0.2239,167,23
2,5,10,0,1,1,1,0.6212,0.74,0.2985,121,23
2,5,11,0,1,1,1,0.6364,0.69,0.3881,180,23
2,5,12,0,1,1,1,0.6364,0.69,0.3881,204,23
2,5,13,0,1,1,2,0.6818,0.58,0.4179,204,23
2,5,14,0,1,1,2,0.6818,0.62,0.5224,187,23
2,5,15,0,1,1,2,0.6818,0.62,0.4478,176,23
2,5,16,0,1,1,2,0.6818,0.62,0.2985,279,23
2,5,17,0,1,1,3,0.6818,0.7,0.3881,429,23
2,5,18,0,1,1,1,0.6667,0.74,0.2836,453,23
2,5,19,0,1,1,1,0.6667,0.74,0.2239,358,23
2,5,20,0,1,1,1,0.5758,0.83,0.2239,310,23
2,5,21,0,1,1,1,0.5758,0.89,0.2239,188,23
2,5,22,0,1,1,1,0.5455,0.94,0.2239,131,23
2,5,23,0,1,1,2,0.5606,0.88,0.194,72,23
2,5,0,0,2,1,2,0.5152,0.94,0.194,35,24
2,5,1,0,2,1,2,0.5152,0.94,0.1642,15,24
2,5,2,0,2,1,2,0.5152,0.94,0.194,10,24
2,5,3,0,2,1,2,0.5455,0.94,0.1045,2,24
2,5,4,0,2,1,1,0.5455,0.88,0.1045,4,24
2,5,5,0,2,1,2,0.5455,0.94,0.2537,24,24
2,5,6,0,2,1,2,0.5455,0.94,0.194,112,24
2,5,7,0,2,1,3,0.5909,0.78,0.194,314,24
2,5,8,0,2,1,3,0.5758,0.83,0.2239,434,24
2,5,9,0,2,1,2,0.6061,0.73,0.194,138,24
2,5,10,0,2,1,1,0.6515,0.61,0.3284,108,24
2,5,11,0,2,1,1,0.6667,0.51,0.2239,175,24
2,5,12,0,2,1,1,0.6818,0.45,0.3881,170,24
2,5,13,0,2,1,1,0.697,0.46,0.2537,190,24
2,5,14,0,2,1,1,0.697,0.46,0.2836,153,24
2,5,15,0,2,1,3,0.6818,0.55,0.4179,188,24
2,5,16,0,2,1,1,0.6212,0.69,0.194,277,24
2,5,17,0,2,1,1,0.6515,0.61,0.1045,548,24
2,5,18,0,2,1,1,0.6515,0.7,0.194,564,24
2,5,19,0,2,1,1,0.6212,0.74,0.194,355,24
2,5,20,0,2,1,1,0.6212,0.74,0.0896,280,24
2,5,21,0,2,1,1,0.5909,0.78,0.0896,189,24
2,5,22,0,2,1,3,0.5606,0.88,0.2239,141,24
2,5,23,0,2,1,3,0.6212,0.74,0.1642,66,24
2,5,0,0,3,1,3,0.5606,0.83,0.2239,35,25
2,5,1,0,3,1,3,0.5455,0.83,0.194,8,25
2,5,2,0,3,1,2,0.5303,0.94,0.0,8,25
2,5,3,0,3,1,1,0.5152,1.0,0.1343,9,25
2,5,4,0,3,1,1,0.5152,1.0,0.1045,3,25
2,5,5,0,3,1,1,0.5303,0.88,0.0896,25,25
2,5,6,0,3,1,1,0.5303,0.94,0.0896,117,25
2,5,7,0,3,1,1,0.5909,0.73,0.1343,313,25
2,5,8,0,3,1,1,0.6061,0.69,0.2239,531,25
2,5,9,0,3,1,1,0.6364,0.65,0.0896,234,25
2,5,10,0,3,1,1,0.6515,0.61,0.0896,135,25
2,5,11,0,3,1,1,0.6667,0.51,0.0896,140,25
2,5,12,0,3,1,1,0.6818,0.55,0.1343,210,25
2,5,13,0,3,1,1,0.6818,0.55,0.1343,202,25
2,5,14,0,3,1,1,0.6818,0.55,0.1642,168,25
2,5,15,0,3,1,1,0.697,0.52,0.2537,182,25
2,5,16,0,3,1,1,0.6667,0.51,0.2836,299,25
2,5,17,0,3,1,1,0.6667,0.51,0.2239,601,25
2,5,18,0,3,1,1,0.6667,0.58,0.2239,517,25
2,5,19,0,3,1,1,0.6515,0.61,0.1343,405,25
2,5,20,0,3,1,1,0.6515,0.61,0.1642,340,25
2,5,21,0,3,1,1,0.6212,0.69,0.1343,236,25
2,5,22,0,3,1,1,0.6212,0.69,0.2537,174,25
2,5,23,0,3,1,1,0.6061,0.73,0.1343,86,25
2,5,0,0,4,1,1,0.6061,0.73,0.1343,45,26
2,5,1,0,4,1,1,0.6061,0.73,0.1343,16,26
2,5,2,0,4,1,1,0.5758,0.83,0.1045,14,26
2,5,3,0,4,1,1,0.5455,0.88,0.0896,4,26
2,5,4,0,4,1,1,0.5455,0.88,0.0,2,26
2,5,5,0,4,1,2,0.5455,0.88,0.0896,27,26
2,5,6,0,4,1,2,0.5,1.0,0.0896,98,26
2,5,7,0,4,1,2,0.5455,0.94,0.2537,286,26
2,5,8,0,4,1,2,0.6061,0.83,0.1642,489,26
2,5,9,0,4,1,1,0.6818,0.7,0.1642,216,26
2,5,10,0,4,1,1,0.6667,0.74,0.2836,143,26
2,5,11,0,4,1,1,0.697,0.66,0.2239,160,26
2,5,12,0,4,1,1,0.7424,0.59,0.3284,194,26
2,5,13,0,4,1,1,0.7727,0.52,0.2836,197,26
2,5,14,0,4,1,1,0.7727,0.52,0.2836,189,26
2,5,15,0,4,1,2,0.7576,0.46,0.2836,141,26
2,5,16,0,4,1,2,0.7424,0.49,0.3582,291,26
2,5,17,0,4,1,1,0.7273,0.46,0.2836,494,26
2,5,18,0,4,1,1,0.7273,0.46,0.3284,478,26
2,5,19,0,4,1,1,0.697,0.46,0.3284,378,26
2,5,20,0,4,1,1,0.6667,0.58,0.1642,322,26
2,5,21,0,4,1,1,0.6818,0.62,0.0896,223,26
2,5,22,0,4,1,1,0.6515,0.65,0.1343,180,26
2,5,23,0,4,1,1,0.6515,0.65,0.194,90,26
2,5,0,0,5,1,1,0.6364,0.69,0.2537,69,27
2,5,1,0,5,1,1,0.6515,0.58,0.2985,50,27
2,5,2,0,5,1,1,0.6364,0.61,0.2239,18,27
2,5,3,0,5,1,1,0.6212,0.65,0.0896,12,27
2,5,4,0,5,1,1,0.6061,0.69,0.1343,7,27
2,5,5,0,5,1,1,0.6061,0.65,0.2836,31,27
2,5,6,0,5,1,1,0.6061,0.69,0.0896,81,27
2,5,7,0,5,1,1,0.6061,0.73,0.1642,249,27
2,5,8,0,5,1,1,0.6212,0.74,0.2836,418,27
2,5,9,0,5,1,1,0.6515,0.65,0.2836,227,27
2,5,10,0,5,1,1,0.6667,0.54,0.3881,153,27
2,5,11,0,5,1,2,0.6818,0.55,0.3284,166,27
2,5,12,0,5,1,2,0.697,0.55,0.2985,243,27
2,5,13,0,5,1,1,0.6818,0.58,0.194,209,27
2,5,14,0,5,1,1,0.697,0.55,0.2537,239,27
2,5,15,0,5,1,1,0.7121,0.49,0.2836,356,27
2,5,16,0,5,1,2,0.697,0.55,0.3881,419,27
2,5,17,0,5,1,1,0.6818,0.58,0.3881,491,27
2,5,18,0,5,1,2,0.6818,0.62,0.2985,399,27
2,5,19,0,5,1,3,0.5758,0.78,0.2537,279,27
2,5,20,0,5,1,2,0.5909,0.73,0.2239,144,27
2,5,21,0,5,1,1,0.5606,0.83,0.1045,151,27
2,5,22,0,5,1,1,0.5758,0.78,0.1343,141,27
2,5,23,0,5,1,1,0.5455,0.88,0.1343,127,27
2,5,0,0,6,0,1,0.5455,0.88,0.1343,94,28
2,5,1,0,6,0,1,0.5455,0.88,0.194,55,28
2,5,2,0,6,0,1,0.5303,0.94,0.194,48,28
2,5,3,0,6,0,1,0.5303,0.88,0.2239,15,28
2,5,4,0,6,0,1,0.5303,0.88,0.2537,4,28
2,5,5,0,6,0,1,0.5303,0.88,0.2239,7,28
2,5,6,0,6,0,1,0.5455,0.83,0.2537,19,28
2,5,7,0,6,0,1,0.5606,0.83,0.2537,50,28
2,5,8,0,6,0,1,0.5909,0.78,0.194,102,28
2,5,9,0,6,0,1,0.6061,0.73,0.2537,177,28
2,5,10,0,6,0,1,0.6515,0.65,0.2239,276,28
2,5,11,0,6,0,1,0.6515,0.65,0.2239,349,28
2,5,12,0,6,0,1,0.6667,0.58,0.2537,358,28
2,5,13,0,6,0,1,0.6818,0.62,0.2239,385,28
2,5,14,0,6,0,1,0.6818,0.58,0.2239,382,28
2,5,15,0,6,0,1,0.6818,0.55,0.2239,374,28
2,5,16,0,6,0,1,0.697,0.55,0.2836,402,28
2,5,17,0,6,0,1,0.6818,0.55,0.2985,341,28
2,5,18,0,6,0,1,0.6818,0.62,0.2537,385,28
2,5,19,0,6,0,1,0.6515,0.65,0.194,252,28
2,5,20,0,6,0,1,0.6515,0.65,0.2239,196,28
2,5,21,0,6,0,1,0.6212,0.74,0.2985,201,28
2,5,22,0,6,0,1,0.6061,0.78,0.2239,161,28
2,5,23,0,6,0,1,0.5758,0.83,0.194,125,28
2,5,0,0,0,0,1,0.5758,0.83,0.2239,83,29
2,5,1,0,0,0,1,0.5606,0.88,0.1642,66,29
2,5,2,0,0,0,1,0.5606,0.88,0.1045,61,29
2,5,3,0,0,0,1,0.5606,0.88,0.1045,26,29
2,5,4,0,0,0,1,0.5455,0.88,0.0896,23,29
2,5,5,0,0,0,1,0.5152,0.94,0.1642,6,29
2,5,6,0,0,0,2,0.5606,0.88,0.194,15,29
2,5,7,0,0,0,2,0.5606,0.88,0.2537,30,29
2,5,8,0,0,0,2,0.5606,0.88,0.2239,96,29
2,5,9,0,0,0,2,0.5455,0.94,0.2537,152,29
2,5,10,0,0,0,2,0.6061,0.83,0.2239,251,29
2,5,11,0,0,0,2,0.6061,0.83,0.2836,319,29
2,5,12,0,0,0,2,0.6667,0.74,0.2239,402,29
2,5,13,0,0,0,1,0.6818,0.7,0.2836,418,29
2,5,14,0,0,0,1,0.697,0.7,0.2836,351,29
2,5,15,0,0,0,1,0.697,0.7,0.2985,376,29
2,5,16,0,0,0,1,0.697,0.7,0.2836,361,29
2,5,17,0,0,0,1,0.697,0.7,0.2836,383,29
2,5,18,0,0,0,1,0.697,0.74,0.2836,328,29
2,5,19,0,0,0,1,0.697,0.74,0.2537,287,29
2,5,20,0,0,0,1,0.6667,0.79,0.194,219,29
2,5,21,0,0,0,1,0.6364,0.83,0.1642,229,29
2,5,22,0,0,0,1,0.5909,0.89,0.1343,171,29
2,5,23,0,0,0,1,0.5909,0.89,0.1642,135,29
2,5,0,1,1,0,1,0.5606,0.94,0.194,103,30
2,5,1,1,1,0,1,0.5606,0.94,0.1343,79,30
2,5,2,1,1,0,1,0.5606,0.94,0.194,45,30
2,5,3,1,1,0,1,0.5606,0.94,0.194,18,30
2,5,4,1,1,0,1,0.5455,0.94,0.1642,6,30
2,5,5,1,1,0,2,0.5455,0.94,0.1045,7,30
2,5,6,1,1,0,2,0.5606,0.94,0.0896,16,30
2,5,7,1,1,0,2,0.5606,0.94,0.0,31,30
2,5,8,1,1,0,2,0.5909,0.89,0.1045,94,30
2,5,9,1,1,0,1,0.697,0.74,0.0896,128,30
2,5,10,1,1,0,1,0.7576,0.55,0.2537,269,30
2,5,11,1,1,0,1,0.7727,0.52,0.0,321,30
2,5,12,1,1,0,1,0.803,0.47,0.1045,366,30
2,5,13,1,1,0,1,0.7879,0.44,0.0896,350,30
2,5,14,1,1,0,1,0.803,0.39,0.0,327,30
2,5,15,1,1,0,1,0.803,0.39,0.2537,311,30
2,5,16,1,1,0,1,0.7879,0.37,0.2836,309,30
2,5,17,1,1,0,1,0.7879,0.41,0.2239,304,30
2,5,18,1,1,0,1,0.7879,0.41,0.1642,249,30
2,5,19,1,1,0,2,0.5,0.48,0.1045,225,30
2,5,20,1,1,0,1,0.7121,0.58,0.0,237,30
2,5,21,1,1,0,1,0.697,0.7,0.1343,149,30
2,5,22,1,1,0,1,0.697,0.74,0.1642,106,30
2,5,23,1,1,0,1,0.6667,0.84,0.1045,48,30
2,5,0,0,2,1,1,0.6667,0.79,0.0896,29,31
2,5,1,0,2,1,1,0.6364,0.89,0.0896,17,31
2,5,2,0,2,1,2,0.5909,0.94,0.1343,12,31
2,5,3,0,2,1,2,0.5606,0.94,0.0,4,31
2,5,4,0,2,1,1,0.6061,0.83,0.0896,3,31
2,5,5,0,2,1,1,0.6061,0.83,0.0896,26,31
2,5,6,0,2,1,1,0.6364,0.79,0.0896,109,31
2,5,7,0,2,1,1,0.697,0.66,0.1045,235,31
2,5,8,0,2,1,1,0.7424,0.59,0.1343,406,31
2,5,9,0,2,1,1,0.7576,0.55,0.1343,175,31
2,5,10,0,2,1,1,0.7879,0.56,0.1343,109,31
2,5,11,0,2,1,1,0.803,0.47,0.0,106,31
2,5,12,0,2,1,1,0.803,0.47,0.1343,162,31
2,5,13,0,2,1,1,0.8333,0.39,0.1642,147,31
2,5,14,0,2,1,1,0.8182,0.37,0.0,140,31
2,5,15,0,2,1,1,0.8182,0.37,0.1642,175,31
2,5,16,0,2,1,1,0.8333,0.39,0.1343,249,31
2,5,17,0,2,1,1,0.803,0.53,0.2239,495,31
2,5,18,0,2,1,1,0.803,0.53,0.194,417,31
2,5,19,0,2,1,1,0.7424,0.62,0.1045,285,31
2,5,20,0,2,1,1,0.7424,0.62,0.1045,251,31
2,5,21,0,2,1,1,0.7273,0.66,0.1045,210,31
2,5,22,0,2,1,1,0.697,0.7,0.1642,159,31
2,5,23,0,2,1,1,0.697,0.79,0.0896,61,31
2,6,0,0,3,1,1,0.6667,0.79,0.1642,34,01
2,6,1,0,3,1,1,0.6667,0.84,0.2537,17,01
2,6,2,0,3,1,1,0.6667,0.79,0.1642,3,01
2,6,3,0,3,1,1,0.6364,0.89,0.194,6,01
2,6,4,0,3,1,2,0.6364,0.89,0.2239,4,01
2,6,5,0,3,1,2,0.5909,0.89,0.0896,21,01
2,6,6,0,3,1,2,0.6364,0.89,0.0896,128,01
2,6,7,0,3,1,2,0.6667,0.79,0.1642,284,01
2,6,8,0,3,1,2,0.697,0.79,0.194,454,01
2,6,9,0,3,1,2,0.7121,0.74,0.2239,207,01
2,6,10,0,3,1,2,0.7424,0.75,0.2537,115,01
2,6,11,0,3,1,2,0.803,0.59,0.2239,112,01
2,6,12,0,3,1,1,0.8333,0.53,0.0,169,01
2,6,13,0,3,1,1,0.8182,0.37,0.194,154,01
2,6,14,0,3,1,1,0.8182,0.37,0.2537,145,01
2,6,15,0,3,1,1,0.8333,0.39,0.2985,152,01
